original_filename,src_ratio,src_format,com_ratio,com_format,metric,score
anders-wideskott-57598-unsplash-cropped,10,jp2,80,jpg,SAM,0.16787602092981593
anders-wideskott-57598-unsplash-cropped,10,jp2,80,jxr,SCC,0.14151947973415935
anders-wideskott-57598-unsplash-cropped,10,jp2,80,jxr,SAM,0.13874341663733533
anders-wideskott-57598-unsplash-cropped,10,jp2,80,jp2,VIFP,0.8780816927012959
anders-wideskott-57598-unsplash-cropped,10,jpg,20,bpg,PSNR,30.80753777790204
anders-wideskott-57598-unsplash-cropped,10,jp2,80,bpg,VIFP,0.886358638461393
anders-wideskott-57598-unsplash-cropped,10,jpg,20,jp2,PSNR,28.564509599266206
anders-wideskott-57598-unsplash-cropped,10,jp2,80,jpg,VIFP,0.8238676306297955
anders-wideskott-57598-unsplash-cropped,10,jpg,20,jpg,PSNR,27.965294567837773
anders-wideskott-57598-unsplash-cropped,10,jpg,20,bpg,UQI,0.9844691013806118
anders-wideskott-57598-unsplash-cropped,10,jp2,80,jxr,VIFP,0.8579132520428435
anders-wideskott-57598-unsplash-cropped,10,jpg,20,jp2,UQI,0.9775885958965014
anders-wideskott-57598-unsplash-cropped,10,jpg,20,jxr,PSNR,26.527637133703085
anders-wideskott-57598-unsplash-cropped,10,jpg,20,jpg,UQI,0.9802045168137165
anders-wideskott-57598-unsplash-cropped,10,jpg,20,bpg,SSIM,0.928136804506801
anders-wideskott-57598-unsplash-cropped,10,jpg,20,jp2,SSIM,0.888632158824278
anders-wideskott-57598-unsplash-cropped,10,jpg,20,jxr,UQI,0.9696210995733626
anders-wideskott-57598-unsplash-cropped,10,jpg,20,jpg,SSIM,0.8995801277977348
anders-wideskott-57598-unsplash-cropped,10,jpg,20,bpg,SCC,0.5636132029502379
anders-wideskott-57598-unsplash-cropped,10,jpg,20,bpg,SAM,0.0474013038589316
anders-wideskott-57598-unsplash-cropped,10,jpg,20,jxr,SSIM,0.8322561531024281
anders-wideskott-57598-unsplash-cropped,10,jpg,20,jp2,SCC,0.4685330808193017
anders-wideskott-57598-unsplash-cropped,10,jpg,20,jp2,SAM,0.06128096852102738
anders-wideskott-57598-unsplash-cropped,10,jpg,20,jpg,SCC,0.5083987990118087
anders-wideskott-57598-unsplash-cropped,10,jpg,20,jpg,SAM,0.06610526740567488
anders-wideskott-57598-unsplash-cropped,10,jpg,20,jxr,SCC,0.3847894049369807
anders-wideskott-57598-unsplash-cropped,10,jpg,20,jxr,SAM,0.07817580573670387
anders-wideskott-57598-unsplash-cropped,10,jpg,20,bpg,VIFP,0.9314471647081782
anders-wideskott-57598-unsplash-cropped,10,jpg,40,bpg,PSNR,27.901187911188764
anders-wideskott-57598-unsplash-cropped,10,jpg,20,jpg,VIFP,0.9217381201042264
anders-wideskott-57598-unsplash-cropped,10,jpg,40,jp2,PSNR,26.130567342422978
anders-wideskott-57598-unsplash-cropped,10,jpg,20,jp2,VIFP,0.9134735783635183
anders-wideskott-57598-unsplash-cropped,10,jpg,40,jpg,PSNR,23.876736340829435
anders-wideskott-57598-unsplash-cropped,10,jpg,40,bpg,UQI,0.975242060315288
anders-wideskott-57598-unsplash-cropped,10,jpg,20,jxr,VIFP,0.8994391774537646
anders-wideskott-57598-unsplash-cropped,10,jpg,40,jp2,UQI,0.9673427319439356
anders-wideskott-57598-unsplash-cropped,10,jpg,40,jxr,PSNR,23.951505318423266
anders-wideskott-57598-unsplash-cropped,10,jpg,40,jpg,UQI,0.955382912502797
anders-wideskott-57598-unsplash-cropped,10,jpg,40,bpg,SSIM,0.8679985325258871
anders-wideskott-57598-unsplash-cropped,10,jpg,40,jp2,SSIM,0.8229720238310803
anders-wideskott-57598-unsplash-cropped,10,jpg,40,jpg,SSIM,0.7800438061261673
anders-wideskott-57598-unsplash-cropped,10,jpg,40,jxr,UQI,0.9563857127004423
anders-wideskott-57598-unsplash-cropped,10,jpg,40,bpg,SCC,0.4359593364855177
anders-wideskott-57598-unsplash-cropped,10,jpg,40,jxr,SSIM,0.7365678493286838
anders-wideskott-57598-unsplash-cropped,10,jpg,40,bpg,SAM,0.06660769974850102
anders-wideskott-57598-unsplash-cropped,10,jpg,40,jp2,SCC,0.34652302542921015
anders-wideskott-57598-unsplash-cropped,10,jpg,40,jp2,SAM,0.08164576645714171
anders-wideskott-57598-unsplash-cropped,10,jpg,40,jpg,SCC,0.2936894919378035
anders-wideskott-57598-unsplash-cropped,10,jpg,40,jpg,SAM,0.10591106008149509
anders-wideskott-57598-unsplash-cropped,10,jpg,40,jxr,SCC,0.24617168915803678
anders-wideskott-57598-unsplash-cropped,10,jpg,40,jxr,SAM,0.105675668995741
anders-wideskott-57598-unsplash-cropped,10,jpg,40,jpg,VIFP,0.8856384413396431
anders-wideskott-57598-unsplash-cropped,10,jpg,60,bpg,PSNR,26.20440285830675
anders-wideskott-57598-unsplash-cropped,10,jpg,40,bpg,VIFP,0.9085941199291843
anders-wideskott-57598-unsplash-cropped,10,jpg,40,jp2,VIFP,0.8975467661273799
anders-wideskott-57598-unsplash-cropped,10,jpg,60,jp2,PSNR,24.158679313742446
anders-wideskott-57598-unsplash-cropped,10,jpg,60,jpg,PSNR,21.28498098870996
anders-wideskott-57598-unsplash-cropped,10,jpg,60,bpg,UQI,0.9680935847533751
anders-wideskott-57598-unsplash-cropped,10,jpg,40,jxr,VIFP,0.8717297817532942
anders-wideskott-57598-unsplash-cropped,10,jpg,60,jp2,UQI,0.95586806782678
anders-wideskott-57598-unsplash-cropped,10,jpg,60,jpg,UQI,0.9302425867684251
anders-wideskott-57598-unsplash-cropped,10,jpg,60,bpg,SSIM,0.8194414398827693
anders-wideskott-57598-unsplash-cropped,10,jpg,60,jxr,PSNR,22.758654535464274
anders-wideskott-57598-unsplash-cropped,10,jpg,60,jp2,SSIM,0.7521224021751659
anders-wideskott-57598-unsplash-cropped,10,jpg,60,jpg,SSIM,0.6692397065172507
anders-wideskott-57598-unsplash-cropped,10,jpg,60,jxr,UQI,0.9480920834902654
anders-wideskott-57598-unsplash-cropped,10,jpg,60,bpg,SCC,0.35794632531503534
anders-wideskott-57598-unsplash-cropped,10,jpg,60,bpg,SAM,0.08110638270573184
anders-wideskott-57598-unsplash-cropped,10,jpg,60,jxr,SSIM,0.68343822292486
anders-wideskott-57598-unsplash-cropped,10,jpg,60,jp2,SCC,0.24836605511231527
anders-wideskott-57598-unsplash-cropped,10,jpg,60,jp2,SAM,0.10277706409755312
anders-wideskott-57598-unsplash-cropped,10,jpg,60,jpg,SCC,0.18576170960055785
anders-wideskott-57598-unsplash-cropped,10,jpg,60,jpg,SAM,0.14292398335339118
anders-wideskott-57598-unsplash-cropped,10,jpg,60,jxr,SCC,0.194849920991419
anders-wideskott-57598-unsplash-cropped,10,jpg,60,jxr,SAM,0.12137419315043603
anders-wideskott-57598-unsplash-cropped,10,jpg,60,bpg,VIFP,0.8969330852577369
anders-wideskott-57598-unsplash-cropped,10,jpg,80,bpg,PSNR,25.090272402874895
